"no_secteur","nom_secteur","telephone","cd_site","nom_site","descr_type_site","no_civique","nom_rue","code_postal","no_plateau","nom_plateau","capacite","descr_type_plateau","ind_sans_reserv"
"1","Secteur 1","450 662-4901","RODL","RODOLPHE-LAVOIE","Parc","4890","RUE SAINT-JOSEPH","H7C1H5","1229","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"1","Secteur 1","450 662-4901","SNC","C.C. ST-NOËL CHABANEL","Centre communautaire","8555","BOULEVARD LÉVESQUE EST","H7A1W7","1327","PÉTANQUE","","Terrain de pétanque","N"
"1","Secteur 1","450 662-4901","SSNC","S.S. ÉGLISE ST-NOËL CHABANEL","Centre communautaire","8560","Rue de l'Église","H7A1K9","184","SOUS-SOL ÉGLISE","200","Salle polyvalente","N"
"1","Secteur 1","450 662-4901","STER","PARC ST-ERNEST","Parc","1305","Rue de L'Assomption","H7E4C5","160","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"1","Secteur 1","450 662-4901","STER","PARC ST-ERNEST","Parc","1305","Rue de L'Assomption","H7E4C5","1337","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","O"
"1","Secteur 1","450 662-4901","STMA","PARC ST-MATHIEU","Parc","9415","Boulevard Lévesque Est","","161","TERRAIN DE SOCCER","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","SVC","PARC ST-VICTOR","Parc","650","Rue de Beauport","H7E4B8","110","TENNIS - ST-VICTOR","","Terrain de tennis","O"
"1","Secteur 1","450 662-4901","SVC","PARC ST-VICTOR","Parc","650","Rue de Beauport","H7E4B8","162","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"1","Secteur 1","450 662-4901","SVC","PARC ST-VICTOR","Parc","650","Rue de Beauport","H7E4B8","182","SALLE POLYVALENTE","30","Salle polyvalente","N"
"1","Secteur 1","450 662-4901","SVC","PARC ST-VICTOR","Parc","650","Rue de Beauport","H7E4B8","1228","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"1","Secteur 1","450 662-4901","SVP","PARC ST-VINCENT DE PAUL","Parc","3999","Boulevard de la Concorde Est","H7E5A5","111","PISC. EXT.- ST-VINCENT DE PAUL","","Piscine extérieure","N"
"1","Secteur 1","450 662-4901","SVP","PARC ST-VINCENT DE PAUL","Parc","3999","Boulevard de la Concorde Est","H7E5A5","1264","JEUX DEAU.-ST-VINCENT DE PAUL","","Jeu d'eau","N"
"1","Secteur 1","450 662-4901","TBDI","THÉATRE DU BOUT DE L'ILE","Salle de spectacle","10585","BOULEVARD LÉVESQUE EST","H7A4B9","1378","SALLE DE SPECTACLE","","Autre","N"
"1","Secteur 1","450 662-4901","TIL","PARC DES TILLEULS","Parc","7415","Avenue des Tilleuls","H7A2P9","148"," MINI SOCCER 2 7X7","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","TIL","PARC DES TILLEULS","Parc","7415","Avenue des Tilleuls","H7A2P9","149"," MINI SOCCER 1 7X7","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","TIL","PARC DES TILLEULS","Parc","7415","Avenue des Tilleuls","H7A2P9","1233","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"1","Secteur 1","450 662-4901","TIL","PARC DES TILLEULS","Parc","7415","Avenue des Tilleuls","H7A2P9","1375","SOCCER MICRO 3 5X5","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","TIS","PARC DES TISSERANDS","Parc","5160","Rang du Bas-Saint-François","H7E4P2","150","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"1","Secteur 1","450 662-4901","TVSV","THEATRE DU VIEUX ST-VINCENT","Centre de création / Espace de diffusion","","","","1360","SALLE DE RÉPÉTITION","60","Local polyvalent","N"
"1","Secteur 1","450 662-4901","VAL","PARC VAL-DES-ARBRES","Parc","3120","Avenue de La Malbaie","H7E1E5","107","TENNIS - VAL-DES-ARBRES","","Terrain de tennis","O"
"1","Secteur 1","450 662-4901","VAL","PARC VAL-DES-ARBRES","Parc","3120","Avenue de La Malbaie","H7E1E5","163","TERRAIN DE MINI SOCCER","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","VAL","PARC VAL-DES-ARBRES","Parc","3120","Avenue de La Malbaie","H7E1E5","1206","TERRAIN DE BOCCE","","Terrain de bocce","N"
"1","Secteur 1","450 662-4901","VAL","PARC VAL-DES-ARBRES","Parc","3120","Avenue de La Malbaie","H7E1E5","1338","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"1","Secteur 1","450 662-4901","VIC","PARC DU VICOMTE","Parc","3112","","","1326","SOCCER 1","","Terrain de soccer","N"
"1","Secteur 1","450 662-4901","VIC","PARC DU VICOMTE","Parc","3112","","","1339","PATINOIRE LIBRE","","Patinoire extérieure - libre","N"
"2","Secteur 2","450 662-4902","ACAR","ARÉNA CARTIER","Aréna","100","Montée Major","H7N4S4","219","PATINOIRE INTÉRIEURE","","Patinoire intérieure","N"
"2","Secteur 2","450 662-4902","APBELL","PLACE BELL","Aréna","1950","RUE CLAUDE-GAGNÉ","H7N0E4","22278","GLACE OLYMPIQUE","","Patinoire intérieure","N"
"2","Secteur 2","450 662-4902","APBELL","PLACE BELL","Aréna","1950","RUE CLAUDE-GAGNÉ","H7N0E4","22279","GLACE LNH","","Patinoire intérieure","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22241","103-PIANO","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22242","106-PIANO","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22243","107-PIANO","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22244","202-PIANO E","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22245","203-PIANO ÉLECTRIQUE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22246","207-PIANO ÉLECTRIQUE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22247","208-PIANO","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22248","0-GS-PIANO QUEUE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22268","201-ESTRADE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22269","210-ESTRADE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22270","211-PIANO","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22271","117-ATELIER COUTURE","","Local polyvalent","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22274","RÉSERVATION-LUTRIN","","Autre","N"
"2","Secteur 2","450 662-4902","ARG","PAVILLON ARGENTEUIL","Centre communautaire","430","5e Rue","H7N1Z6","22275","RÉSERVATION-LUTRIN","","Autre","N"
"2","Secteur 2","450 662-4902","BONP","PAVILLON BON-PASTEUR","Centre communautaire","","","","22249","53-50 PERS","50","Local polyvalent","N"
"2","Secteur 2","450 662-4902","BONP","PAVILLON BON-PASTEUR","Centre communautaire","","","","22250","24-ARR.SCÈNE-50 PERS","50","Local polyvalent","N"
"2","Secteur 2","450 662-4902","BONP","PAVILLON BON-PASTEUR","Centre communautaire","","","","22251","31-100 PERS","100","Local polyvalent","N"
"2","Secteur 2","450 662-4902","BONP","PAVILLON BON-PASTEUR","Centre communautaire","","","","22252","21-35 PERS","35","Local polyvalent","N"
"2","Secteur 2","450 662-4902","BONP","PAVILLON BON-PASTEUR","Centre communautaire","","","","22253","GRANDE SALLE","150","Local polyvalent","N"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","212","PISC. EXT. - BON-PASTEUR","","Piscine extérieure","N"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","217","TENNIS - BON PASTEUR","","Terrain de tennis","O"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","254","TERRAIN DE SOCCER 1","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","2320","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","2384","PATAU. EXT.-BON-PASTEUR","","Pataugeoire","N"
"2","Secteur 2","450 662-4902","BOP","PARC BON-PASTEUR","Parc","70","Boulevard du Bon-Pasteur","H7N3R2","22289","TERRAIN DE SOCCER 2","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","CEGEP","PARC CÉGEP MONTMORENCY","Parc","475","BOULEVARD DE L'AVENIR","H7N5H9","248","TERRAIN DE SOCCER-RÉGULIER","","Soccer / Football","N"
"2","Secteur 2","450 662-4902","CEGEP","PARC CÉGEP MONTMORENCY","Parc","475","BOULEVARD DE L'AVENIR","H7N5H9","2321","TERRAIN DE BASKETBALL","","Terrain de basketball","O"
"2","Secteur 2","450 662-4902","CEGEP","PARC CÉGEP MONTMORENCY","Parc","475","BOULEVARD DE L'AVENIR","H7N5H9","2322","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","CEGEP","PARC CÉGEP MONTMORENCY","Parc","475","BOULEVARD DE L'AVENIR","H7N5H9","2323","ESTRADE","","Estrade","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","285","TERRAIN DE SOCCER-RÉGULIER","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","286","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","287","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","2315","TERRAIN DE BASKETBALL","","Terrain de basketball","N"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","2324","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","2325","PATINOIRE EXT.","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","2326","PATINOIRE PROMENADE","","Patinoire extérieure - promenade","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","22240","BUREAU DU MONITEUR","","Autre","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","22264","TERRAIN DE BOCCE","","Terrain de bocce","O"
"2","Secteur 2","450 662-4902","CH","PARC CHOPIN","Parc","1881","Avenue Dumouchel","H7S1J7","22283","COFFRE À JEUX","","Autre","N"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","209","PISC. EXT. - CHÉNIER","","Piscine extérieure","N"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","257","TERRAIN SOCCER-FOOTBALL","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","258","TERRAIN DE BASEBALL 1","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","259","TERRAIN DE BASEBALL 2","","Terrain de baseball","N"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","2309","TERRAIN BOCCE","","Terrain de bocce","O"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","2327","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","2328","PATINOIRE LIBRE","","Patinoire extérieure - promenade","O"
"2","Secteur 2","450 662-4902","CHE","PARC CHENIER","Parc","580","Rue des Alouettes","","5246","JEUX D'EAU","","Jeu d'eau","O"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","202","CJ - JOSÉE-FAUCHER","90","Camp de jour","O"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","220","PISCINE INTÉRIEURE","","Piscine intérieure","N"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","221","GYMNASE","","Gymnase","N"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","222","SALLE DE MUSCULATION","","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","223","SALLE DE COMBAT","","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","224","SALLE D'ESCRIME","","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","225","PALESTRE","","Palestre","N"
"2","Secteur 2","450 662-4902","CJF","CENTRE SPORTIF JOSÉE-FAUCHER","Centre sportif","125A","Boulevard des Prairies","H7N2T6","22267","SALLE MULTISPORTS","","Gymnase","N"
"2","Secteur 2","450 662-4902","CLU","PARC CLUNY","Parc","425","Rue de Chartres","","265","TERRAIN DE SOCCER","","Terrain de soccer","O"
"2","Secteur 2","450 662-4902","CLU","PARC CLUNY","Parc","425","Rue de Chartres","","266","TERRAIN DE FOOTBALL","","Terrain de football","O"
"2","Secteur 2","450 662-4902","CLU","PARC CLUNY","Parc","425","Rue de Chartres","","2316","TERRAIN DE BASKETBALL","","Terrain de basketball","O"
"2","Secteur 2","450 662-4902","CLU","PARC CLUNY","Parc","425","Rue de Chartres","","2329","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","278","TERRAIN DE SOCCER 1","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","279","TERRAIN DE SOCCER 2","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","280","TERRAIN DE SOCCER 3","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","281","TERRAIN DE SOCCER 4","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","282","TERRAIN DE SOCCER 5","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","283","TERRAIN DE SOCCER 7","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","284","TERRAIN DE MINI SOCCER B","","Terrain de soccer","O"
"2","Secteur 2","450 662-4902","COMP","PARC COMPÉTENCE","Parc","777","Avenue de Bois-de-Boulogne","H7N4G1","22238","TERRAIN DE SOCCER 6","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","205","TENNIS - CURÉ-COURSOL","","Terrain de tennis","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","276","TERRAIN DE SOCCER","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","277","TERRAIN DE MINI SOCCER","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","289","SALLE DE DANSE","25","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","290","SALLE D'ARTS VISUELS","25","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2333","TERRAIN DE BASKETBALL","","Terrain de basketball","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2334","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2335","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2336","PATINOIRE EXT. HOCKEY","","Patinoire extérieure - hockey","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2338","JEUX D'EAU GABRIEL-PELLETIER","","Jeu d'eau","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2448","LOCAL 01 BUREAU DU MONITEUR","","Local polyvalent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2449","LOCAL 05","","Local permanent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2450","LOCAL 02","","Local polyvalent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2451","LOCAL 03A","","Local polyvalent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2452","LOCAL 03B","","Local polyvalent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2453","LOCAL 03C","","Local polyvalent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2454","LOCAL 02A ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2455","LOCAL 03D ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2456","LOCAL 06A ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","2487","PATINOIRE LIBRE","","Patinoire extérieure - libre","O"
"2","Secteur 2","450 662-4902","COU","PARC CURÉ-COURSOL","Parc","320","Rue Richard","H7M1T8","22284","COFFRE À JEUX","","Autre","N"
"2","Secteur 2","450 662-4902","DAR","PARC D'ARGENSON","Parc","1765","Rue Rochefort","H7G2P7","256","TERRAIN MINI SOCCER 3 7X7","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","DAR","PARC D'ARGENSON","Parc","1765","Rue Rochefort","H7G2P7","270","TERRAIN DE SOCCER-RÉG 11X11","","Terrain de soccer","N"
"2","Secteur 2","450 662-4902","DAR","PARC D'ARGENSON","Parc","1765","Rue Rochefort","H7G2P7","2339","APPAREILS À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","DEVAL","PARC LÉVIS-PAQUETTE","Parc","","","","2379","TIR À L'ARC","","Autre","O"
"2","Secteur 2","450 662-4902","ELDR","ÉCOLE LAVAL-DES-RAPIDES","École","425","RUE DE CHARTRES","","22290","GYMNASE","","Gymnase","N"
"2","Secteur 2","450 662-4902","ELG","ÉCOLE LÉON-GUILBAULT","École","133","BOULEVARD CARTIER OUEST","H7N2H7","22261","GYMNASE","","Gymnase","N"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","211","PISC. EXT. - ÉMILE","","Piscine extérieure","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","263","DALLE DE BÉTON","","Terrain de hockey extérieur (cosom)","N"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","292","SALLE POLYVALENTE","40","Salle polyvalente","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2344","APPAREIL À JEUX","","Modules de jeux","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2383","PATAU. EXT. - ÉMILE-","","Pataugeoire","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2397","ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2398","ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2399","ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","2400","MINI-ENTREPÔT","","Local permanent","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","22280","PAT. MINI-BANDE","","Patinoire extérieure - libre","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","22281","ESPACE VERT","","Parc","O"
"2","Secteur 2","450 662-4902","EMI","PARC ÉMILE","Parc","55","Boulevard Cartier Ouest","H7N5T3","22288","PLAINE","","Parc","N"
"2","Secteur 2","450 662-4902","EMV","ÉCOLE MARCEL-VAILLANCOURT","École","150","Avenue Legrand","H7N3T3","527","GYMNASE","","Gymnase","N"
"2","Secteur 2","450 662-4902","EMV","ÉCOLE MARCEL-VAILLANCOURT","École","150","Avenue Legrand","H7N3T3","22272","PALESTRE AU SS","","Palestre","N"
